usuario_id,data_instalacao,fonte_midia,custo,plataforma,versao_app,marca,modelo,canal
e0bd078b-313d-4028-aff2-8a6978f928c0,2025-01-04 22:51:45,Orgânico,0.0,iOS,1.0,Apple,iPhone 13,email
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-03-25 23:22:04,Google Ads,3.774727965855286,Android,2.0,Xiaomi,Poco X3,sms
78c9af52-37bc-4e2d-9eda-4a38350ec05c,2025-03-13 19:59:39,Facebook Ads,4.321910740800989,Android,2.0,Samsung,Galaxy A52,email
3232d1d4-6672-4005-ba0b-3a64b828c801,2025-01-23 13:16:54,Orgânico,0.0,Android,1.1,Motorola,Moto G Power,sms
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-09 18:04:16,Google Ads,0.537230384882174,iOS,1.0,Apple,iPhone SE,email
e4c570b5-1c10-4232-b052-ed78a34b251d,2025-03-10 08:49:15,Orgânico,0.0,iOS,1.2,Apple,iPhone 12,mms
efde9bbd-9e49-4504-a29e-3982ceda78d1,2025-01-25 09:45:13,Facebook Ads,4.001546374654981,iOS,1.2,Apple,iPhone SE,mms
3efb1933-36cb-45fd-a3c4-97293c0f95ff,2025-03-13 03:33:07,Facebook Ads,0.4206361127767654,Android,2.0,Samsung,Galaxy S21,mms
fced66f5-0cf2-494b-bb85-dfa5d17cabd5,2025-03-20 18:47:19,Orgânico,0.0,iOS,2.0,Apple,iPhone SE,email
552a5378-d035-47f7-80e3-64ec73e5a918,2025-01-06 22:17:07,Google Ads,3.9369832146395916,Android,1.1,Xiaomi,Mi 11,email
7b1bc7b0-f784-4aea-9e72-b689057ec15c,2025-01-19 15:46:43,Facebook Ads,2.6936637014345894,Android,1.1,LG,Wing,push
ef391c4e-27b6-42a8-98ea-24535ccf63ec,2025-01-25 14:53:21,Google Ads,3.411415872530351,Android,1.1,LG,Velvet,email
7ebfea00-174b-4d96-af51-68e297067f95,2025-01-04 04:00:08,Google Ads,1.1439054788062986,Android,1.1,LG,Wing,push
96a3b751-2d5b-4b75-9964-016dedb5f834,2025-01-19 02:08:39,Google Ads,4.807509288339936,iOS,1.1,Apple,iPhone 12,sms
2688d0ba-7abc-41d4-92b6-f9d21ac7361f,2025-01-13 00:28:09,Orgânico,0.0,Android,1.2,Xiaomi,Mi 11,push
3c837553-ec26-426c-8a78-315c7269bdfc,2025-01-11 09:11:02,Orgânico,0.0,iOS,1.2,Apple,iPhone 12,mms
2a1be7db-e3ad-4008-98e5-96fd737e28a7,2025-01-02 18:23:58,Orgânico,0.0,iOS,1.0,Apple,iPhone SE,push
ce6c82b2-a64e-4fa1-a4b0-0a46fedd5806,2025-03-10 19:56:32,Orgânico,0.0,Android,1.0,Xiaomi,Mi 11,push
ac755ad3-24e0-402f-884e-c1271e883449,2025-02-01 23:13:58,Orgânico,0.0,iOS,1.2,Apple,iPhone 12,mms
f0eab840-fcb5-44bb-8924-dff09244258e,2025-01-26 11:09:10,Orgânico,0.0,Android,2.0,Xiaomi,Mi 11,mms
2bb6e3e3-8df7-4d54-bf5a-4974b08f4e0c,2025-01-26 14:21:48,Google Ads,3.4114498831126077,iOS,1.0,Apple,iPhone 13,push
970b6957-a5e3-47a5-be52-46daf572a0ab,2025-01-23 23:30:47,Orgânico,0.0,iOS,2.0,Apple,iPhone 12,sms
6ab57265-d61a-43f5-bee5-d94ba9144567,2025-01-09 09:51:55,Google Ads,0.17060364143398216,iOS,1.2,Apple,iPhone 12,email
a7485597-8254-4c17-8f34-7206dbbe8b0a,2025-03-02 16:21:00,Orgânico,0.0,iOS,2.0,Apple,iPhone SE,push
efb156b3-2e14-4ff3-a434-f1be299409a8,2025-01-19 09:59:24,Google Ads,2.678200862904318,iOS,1.0,Apple,iPhone 12,email
6e1d1d95-a857-48d7-9fc1-5c2937a438f3,2025-03-02 01:18:09,Facebook Ads,2.6392473095661773,Android,1.2,Samsung,Galaxy M32,sms
65de72e9-c9e7-4a27-9e94-7c051bfd5c83,2025-02-24 10:31:15,Google Ads,3.7313458895557465,Android,1.0,LG,Velvet,sms
7059c1a7-2613-46ed-9462-716648acbd05,2025-02-13 10:46:22,Orgânico,0.0,iOS,2.0,Apple,iPhone 13,email
8e562dea-10e3-4ac3-8cf2-f58ecddf913d,2025-03-30 18:24:05,Facebook Ads,0.3334462715347948,iOS,1.0,Apple,iPhone 12,push
e0568ca0-c786-4100-b0f7-a357b33909cb,2025-02-25 05:00:55,Google Ads,1.124616279740072,iOS,2.0,Apple,iPhone 13,sms
59148135-c6d1-4ecf-bd9a-c8426ede8ed4,2025-02-27 17:31:13,Orgânico,0.0,Android,1.1,Xiaomi,Redmi Note 10,email
2f9ffd6c-a338-450e-83ac-6457e7090ea4,2025-03-08 10:18:18,Facebook Ads,1.4222144619300936,Android,1.0,Samsung,Galaxy A52,email
093ad6ec-aec4-473f-bae2-0fe08c594472,2025-01-12 09:09:59,Facebook Ads,2.6522108008318437,iOS,1.1,Apple,iPhone SE,push
73c617ba-fd41-4da7-90a1-632221e0ef80,2025-02-24 02:25:02,Orgânico,0.0,iOS,1.2,Apple,iPhone 13,push
0f83fb3c-01d9-48b5-8ba0-12adc865bc26,2025-01-03 09:01:04,Orgânico,0.0,Android,2.0,LG,K51,push
74a84c89-146b-4c7a-99af-a37b25e75a80,2025-03-13 22:04:53,Orgânico,0.0,iOS,1.0,Apple,iPhone 12,push
e725c87e-54d3-4651-85af-4768844a6598,2025-01-26 19:40:02,Facebook Ads,0.48621893438026187,iOS,1.2,Apple,iPhone SE,push
f55b35ce-29b4-4257-850e-590068553a23,2025-02-04 21:24:09,Google Ads,3.9515461024318497,iOS,1.0,Apple,iPhone 13,sms
06e408b5-de12-4db3-bfd8-a525a14bebf6,2025-01-21 22:14:34,Facebook Ads,1.1513217295891482,iOS,1.0,Apple,iPhone 12,mms
d4aa523c-8c98-41d8-8de3-69bb5eac670f,2025-02-08 13:51:48,Google Ads,3.0255882130271767,iOS,1.2,Apple,iPhone 12,mms
4ccb7075-5ec5-4588-80f7-fcdd6e69cbe8,2025-03-03 15:15:40,Google Ads,2.3701195031679485,iOS,1.2,Apple,iPhone 13,push
1ca565da-4b4a-43c5-89d9-efc0eb29956c,2025-03-16 00:17:37,Facebook Ads,3.4306152314175247,Android,1.2,Motorola,Moto G Stylus,mms
156e0c95-7dd2-4a7f-ac45-346e216d3ffd,2025-01-03 01:39:28,Orgânico,0.0,Android,1.2,LG,Wing,push
307c0d80-ec4f-466f-9a2f-01f1c7dcc07b,2025-03-24 06:01:18,Google Ads,0.4706543340667936,Android,1.2,Xiaomi,Mi 11,mms
cdcb437d-6c80-4fb5-9a98-187f781bf320,2025-01-16 03:43:06,Google Ads,1.1481980339727615,iOS,1.2,Apple,iPhone SE,mms
87b1d608-9211-4ce0-8193-7eb8216aeb01,2025-03-29 00:24:36,Orgânico,0.0,Android,1.0,Xiaomi,Mi 11,email
539c1d22-e949-427a-8ecf-ba8a8e58006b,2025-02-22 03:05:12,Google Ads,4.811044304258068,Android,1.1,Samsung,Galaxy S21,email
b4d0385c-06de-4b7f-81c6-70f6aef40e7c,2025-03-02 22:58:02,Facebook Ads,0.9190212386599902,iOS,1.2,Apple,iPhone 13,email
e8452e31-19ac-442f-a494-351d036c70e1,2025-02-15 19:15:33,Google Ads,4.847694668396507,Android,1.2,LG,Velvet,sms
3aeadabf-a80b-4881-a926-0694ce9894bb,2025-03-18 14:08:30,Facebook Ads,2.7058009643186534,Android,2.0,Xiaomi,Poco X3,email
264a0e39-1d91-4c12-9274-22a6754aa631,2025-03-25 17:44:39,Google Ads,1.9577145537109235,Android,1.0,LG,K51,email
6941dcf7-b907-46ca-bffe-b44fda41c253,2025-03-09 07:14:14,Google Ads,2.451606114769927,Android,1.0,LG,K51,email
089fceaf-3c59-4b8c-a84b-968ba0a44000,2025-02-02 06:19:50,Facebook Ads,0.10441723282551107,Android,1.1,Motorola,Moto G Power,push
1d73e149-a528-4056-92c4-971bab1a671c,2025-01-05 15:15:57,Facebook Ads,1.6788912289410582,Android,2.0,Xiaomi,Poco X3,push
b6cb3e75-55ad-4417-8a0c-b0e622a248cc,2025-03-27 01:48:34,Google Ads,2.755918222330485,Android,1.2,LG,Velvet,sms
0886a57d-2316-49c1-b222-3c037a57829e,2025-03-06 20:22:15,Facebook Ads,4.942421912709866,iOS,1.2,Apple,iPhone SE,sms
d8c8ec46-3b3a-414c-8185-7c8168115494,2025-02-24 09:06:05,Google Ads,4.03529605127139,iOS,1.2,Apple,iPhone 12,push
c75d2df4-7d91-4c38-b0e5-88c9c3d386c1,2025-03-30 05:32:45,Google Ads,1.0046681868057235,iOS,1.0,Apple,iPhone 12,sms
43cfd1b8-a3d9-4135-b0ba-a9d2c0958be9,2025-01-30 05:24:38,Facebook Ads,1.1560169106544333,Android,1.2,Motorola,Moto Edge,mms
3990c6aa-9d31-49df-9a56-fb41ba8eb299,2025-01-15 09:21:06,Facebook Ads,3.117540441834218,Android,1.0,Xiaomi,Mi 11,push
52162030-57b9-454e-b78f-b4c5a7c9f31e,2025-01-22 18:41:55,Facebook Ads,1.9707871215548465,iOS,1.1,Apple,iPhone 12,mms
f2a685fc-681e-4e17-90d7-552cbef9c236,2025-03-19 10:46:53,Google Ads,1.1619010056752752,iOS,1.2,Apple,iPhone 12,mms
92f7e52f-b5eb-4ea0-bd96-93961c2d5cbb,2025-02-18 06:46:32,Facebook Ads,3.4264500889963094,Android,1.1,Samsung,Galaxy A52,push
3cf9c90f-c042-4862-ae28-93c71cbfe3f0,2025-02-21 12:52:21,Orgânico,0.0,Android,1.1,Xiaomi,Mi 11,email
190d9586-5b13-4fe2-9c74-a07d76a43eb2,2025-03-19 15:22:25,Orgânico,0.0,Android,2.0,Xiaomi,Mi 11,mms
c18c1e96-5305-4422-b476-3bc581270941,2025-01-20 05:01:47,Google Ads,1.177304198682859,Android,1.1,Samsung,Galaxy A52,email
0a2bb9fe-230c-472f-a4ad-1151bd4ba345,2025-01-26 16:47:31,Facebook Ads,0.7295719468052109,iOS,2.0,Apple,iPhone 13,email
e1a02073-158d-49f8-ad93-06a08d1c4db2,2025-01-17 02:53:48,Google Ads,4.5581689858753816,Android,1.0,Motorola,Moto G Power,email
8aca7093-8b3f-4cad-acbe-732da218c656,2025-01-16 16:28:06,Google Ads,2.886485500364001,Android,2.0,Xiaomi,Mi 11,email
e123e5d7-2d30-4a9d-a417-639d6b373cef,2025-01-03 08:28:20,Facebook Ads,1.928142166296652,Android,2.0,Samsung,Galaxy S21,mms
6392f6e2-bcb1-482c-ab38-a71c96b3252b,2025-01-13 23:28:23,Facebook Ads,3.3343398043215986,Android,1.1,LG,Wing,push
ffc9ac4e-8534-4f2d-9491-a3492eedc386,2025-03-18 01:02:55,Orgânico,0.0,iOS,1.1,Apple,iPhone 12,sms
624b9410-2f06-49cc-b861-801e39a4e627,2025-03-14 03:30:53,Google Ads,4.859443904489663,Android,1.0,Samsung,Galaxy A52,email
2ec947b8-4445-424f-84f7-29cdf46132e0,2025-01-25 07:34:11,Google Ads,1.4057456323407904,Android,1.1,Motorola,Moto G Stylus,mms
2c5048aa-f43b-48d9-a4ad-45b8bbce1e14,2025-01-17 18:43:50,Orgânico,0.0,Android,1.2,LG,Velvet,sms
cd153332-0e5d-4e78-bf25-99445e7fb117,2025-03-15 02:44:12,Facebook Ads,1.4701776670492437,Android,1.1,Samsung,Galaxy M32,push
4b53cb57-beb7-4476-804e-2a6c3168bb00,2025-02-23 17:05:44,Facebook Ads,0.8575051390019929,Android,2.0,Motorola,Moto Edge,mms
172ef025-701f-4bd1-afb5-fcc9fe7ad2f3,2025-01-28 07:18:21,Facebook Ads,4.332102091527678,Android,2.0,Xiaomi,Mi 11,mms
e9dcedb2-c43c-4e7c-b498-876b40e52e7f,2025-03-20 04:20:51,Orgânico,0.0,Android,1.0,LG,Velvet,email
a86f2618-b2a3-4b0a-b9a2-1bcaf271b589,2025-01-06 03:49:00,Facebook Ads,2.8663957710546555,iOS,1.2,Apple,iPhone SE,push
9eee553f-c8b0-4a52-8be9-3701bcba5d61,2025-01-09 20:20:32,Facebook Ads,3.3292090563350825,iOS,2.0,Apple,iPhone 13,sms
89a97879-3c9d-46e9-ab9b-c80acd267667,2025-02-24 07:01:15,Google Ads,0.9344499003101331,Android,1.0,LG,Wing,sms
d2ddd0a9-f1ab-4490-8c22-1893104f55df,2025-02-19 09:30:14,Google Ads,3.3392718008259754,iOS,1.2,Apple,iPhone 12,push
742eb88b-229d-4b53-9922-d0032ea06405,2025-01-16 03:07:58,Orgânico,0.0,iOS,1.1,Apple,iPhone 13,email
507b9464-7f35-403c-95ed-a5f15f02ffee,2025-03-28 10:25:23,Facebook Ads,4.807060148441008,Android,2.0,LG,Wing,sms
57ed30f3-15b4-4c1f-9e2d-e1e0df37d979,2025-01-20 13:04:12,Facebook Ads,2.152839673405454,iOS,2.0,Apple,iPhone SE,email
24a0adf0-bb2e-4e00-b9b2-9c122cd268fa,2025-02-15 10:44:02,Facebook Ads,2.8997889027871735,iOS,1.2,Apple,iPhone SE,sms
a251d604-61b6-4750-926e-de86839ebf31,2025-02-28 19:27:17,Facebook Ads,0.7418247606885257,Android,2.0,LG,Wing,push
62a46d53-c1ea-4779-97ec-19e45da1ab3a,2025-02-16 20:07:02,Facebook Ads,0.7464320831337949,iOS,1.1,Apple,iPhone 13,push
9c1b3912-5ddd-4da3-91bb-67afd07151da,2025-01-03 18:59:32,Facebook Ads,0.3010678373997094,iOS,2.0,Apple,iPhone 13,sms
c8ced0f7-6e49-4330-9714-e1ad487f98db,2025-01-06 17:20:16,Facebook Ads,1.0893950711204545,Android,1.1,Xiaomi,Redmi Note 10,push
e9c51ef4-f88f-4314-a3a3-199e9799f8be,2025-01-26 02:17:37,Orgânico,0.0,iOS,1.0,Apple,iPhone 13,sms
0d190abb-5aea-4e16-bac7-7312e510721b,2025-02-27 04:52:36,Facebook Ads,4.042686139235963,Android,1.2,Samsung,Galaxy M32,email
75a9d627-565c-4964-b328-8a00a29854e3,2025-03-28 15:15:28,Orgânico,0.0,Android,1.1,Samsung,Galaxy M32,email
d5c4ce15-e654-4f45-b24d-7d7683333b23,2025-03-23 03:49:56,Google Ads,0.19205146732498704,Android,1.1,Motorola,Moto G Stylus,push
f6cdb578-9ef5-4eb5-be0b-35a0bb23412c,2025-02-28 06:35:47,Facebook Ads,4.142449109557298,Android,2.0,Samsung,Galaxy A52,mms
4f0989d3-5791-4f12-b3bc-c7e006dc7d37,2025-02-14 09:18:41,Orgânico,0.0,iOS,1.2,Apple,iPhone 13,sms
3e9cee7c-01ce-40c2-8e32-e45b2d68ba2a,2025-01-17 23:11:06,Facebook Ads,0.5697585254914933,Android,1.0,Motorola,Moto Edge,push
73bc5678-18da-4e36-9f62-a957afaccc28,2025-02-07 21:22:33,Facebook Ads,4.619189923759553,Android,2.0,Motorola,Moto G Stylus,sms
775c7315-f16f-4b1c-9ba0-5fe31bbd3027,2025-01-26 10:25:04,Google Ads,3.745843827123874,iOS,1.2,Apple,iPhone 13,mms
7256bf96-35be-4c6a-952a-13330aa4a41f,2025-01-12 14:15:35,Orgânico,0.0,iOS,1.2,Apple,iPhone 12,email
b0721bc1-af98-41db-b83c-e4ad89b43a9b,2025-03-17 13:26:56,Orgânico,0.0,Android,1.2,Xiaomi,Poco X3,mms
8e9703bb-b028-4980-a12c-0a2a373c6132,2025-03-14 00:42:37,Facebook Ads,3.805869227978803,iOS,1.1,Apple,iPhone 12,sms
55c59102-e2dd-45ed-a2db-d3d38039ded8,2025-01-23 14:40:37,Orgânico,0.0,Android,1.2,LG,Velvet,sms
0b079f8a-c816-429c-939e-06e53fac8dbd,2025-01-20 08:09:41,Google Ads,4.209933578421888,iOS,1.0,Apple,iPhone 13,sms
532874d9-da7a-4b04-9ad1-ca687816c07d,2025-03-15 22:58:43,Facebook Ads,4.236172635269527,iOS,1.0,Apple,iPhone 13,email
862575dd-2333-48c5-8000-38d5f675131c,2025-02-01 02:26:11,Orgânico,0.0,iOS,1.0,Apple,iPhone SE,mms
8bcf44af-e212-46e2-969f-0b2b2f57e12e,2025-03-28 09:42:33,Orgânico,0.0,Android,1.1,LG,Wing,email
15967fba-c5ba-4348-8c9b-9978f3191ecb,2025-02-17 14:10:29,Google Ads,4.311262139139887,iOS,1.2,Apple,iPhone SE,push
585de1e3-7043-40b9-8847-0521913fa2cd,2025-03-22 05:35:50,Google Ads,4.8502842639758,Android,1.1,Samsung,Galaxy A52,mms
3604e364-a6dd-4571-b118-0aa392d34ff4,2025-02-20 13:07:07,Facebook Ads,3.954031753264385,Android,1.2,Xiaomi,Poco X3,mms
2fa9859f-2f7a-41a7-92af-bd0c18477015,2025-03-29 11:16:26,Google Ads,2.7799790298979383,Android,1.1,LG,K51,mms
58f8b825-32f0-4aac-a608-ae1900898a77,2025-01-05 11:09:26,Google Ads,3.8534092847516406,iOS,1.1,Apple,iPhone SE,email
5c9e8c92-b288-416a-9cfd-839b38b0a41f,2025-01-25 12:09:11,Orgânico,0.0,iOS,1.1,Apple,iPhone 13,sms
df083b07-d54d-45ab-985f-d21c9f0c0ef7,2025-01-15 22:05:48,Orgânico,0.0,Android,2.0,Xiaomi,Poco X3,mms
0414f776-0d55-44b0-a028-fadcecdb42a6,2025-01-03 16:46:16,Google Ads,3.2300833699481966,iOS,1.2,Apple,iPhone 13,sms
0ffec911-6edd-4dcf-95a8-8e26f296839c,2025-02-27 11:39:14,Facebook Ads,1.8085247185324438,Android,1.1,Xiaomi,Poco X3,mms
95330163-aa85-42d9-9335-e490d89d23d5,2025-03-19 10:46:25,Facebook Ads,2.255172518233425,Android,1.1,Motorola,Moto G Power,sms
5e14e490-3b78-4a9f-9d6e-3014be75ad07,2025-01-05 23:50:19,Facebook Ads,3.5657310912579576,iOS,1.1,Apple,iPhone SE,email
2649b7ce-521f-47a7-8021-bd832defc2cb,2025-03-26 06:43:15,Facebook Ads,2.866084631005461,Android,1.2,Samsung,Galaxy S21,sms
da7426e7-4024-4390-b086-9e40bed770fd,2025-03-05 12:15:34,Orgânico,0.0,Android,1.1,Samsung,Galaxy S21,mms
71a2de5e-3032-4634-ab9e-9393e40dd714,2025-01-16 12:58:13,Facebook Ads,0.36015563852349375,iOS,2.0,Apple,iPhone 12,sms
8efaf2ee-0b7d-4ec3-a5d8-40b4ccf2ef5b,2025-01-11 14:11:22,Orgânico,0.0,Android,1.1,Samsung,Galaxy S21,push
2f028a04-fe2c-4fd3-a79c-ea2d4e3e8291,2025-01-29 07:45:27,Facebook Ads,3.063453931979408,iOS,1.2,Apple,iPhone 12,sms
15befc47-95e5-470b-976c-8da58f67a8b2,2025-01-16 09:51:51,Google Ads,2.5502958637595716,iOS,1.2,Apple,iPhone 13,sms
c352bc0f-8b50-40f8-8c99-8205641a9e72,2025-01-10 22:10:33,Google Ads,2.5825599002811566,Android,1.0,Motorola,Moto Edge,sms
29c060fc-0e38-433a-bd47-21079b212435,2025-03-09 03:05:01,Google Ads,4.341333553084146,iOS,1.0,Apple,iPhone 12,mms
357981b8-0a08-4b81-b402-de62fd61fd57,2025-01-16 08:43:55,Orgânico,0.0,iOS,1.0,Apple,iPhone SE,push
6d084c74-5e77-43d9-9304-2913586bf895,2025-02-15 20:44:40,Facebook Ads,1.8883625017638908,iOS,2.0,Apple,iPhone 12,mms
f3ff04e0-96b4-4645-bf57-3b218dae8ce2,2025-01-29 02:39:54,Facebook Ads,3.947142318481733,Android,1.0,Motorola,Moto Edge,email
ce600698-1016-4755-a2e4-bcfc0851c06e,2025-02-01 03:04:51,Orgânico,0.0,iOS,1.0,Apple,iPhone 13,email
29eaa917-0ba3-435f-870e-e3fc4b778b96,2025-03-01 21:35:11,Orgânico,0.0,iOS,1.0,Apple,iPhone 13,sms
994b2f05-60e2-42e6-9686-d3b4fab305a4,2025-02-23 15:46:04,Google Ads,4.1314893599647045,Android,1.1,LG,Wing,push
40875f4e-594c-4f1a-a9ac-f07c854e14fd,2025-03-30 09:25:43,Facebook Ads,3.3116219777870706,iOS,1.1,Apple,iPhone 13,email
5187249a-ea2b-4825-866e-f70f8dcab640,2025-03-22 21:16:22,Orgânico,0.0,Android,2.0,Motorola,Moto Edge,sms
bd826d79-57a6-4ec7-85b2-facd1f4d782f,2025-03-09 17:12:15,Facebook Ads,3.4797115463376644,iOS,1.2,Apple,iPhone 12,email
c9362752-0456-4e01-b05e-f0bd080dca17,2025-01-03 04:30:37,Facebook Ads,3.4881683060795448,iOS,1.2,Apple,iPhone 13,email
06a1cbb5-b993-47e3-89d3-e84b19e3c0c8,2025-01-01 17:09:28,Facebook Ads,3.579217834632695,iOS,1.0,Apple,iPhone 13,push
cd03c566-c713-42dd-840b-0932830d749c,2025-02-12 01:18:08,Google Ads,0.16969687338947034,iOS,2.0,Apple,iPhone 13,email
