usuario_id,data_hora,evento
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-03-08 21:25:12,clique_botao:ebook
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-03-08 21:49:12,clique_botao:ebook
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-03-08 22:08:12,clique_botao:ler_ebook
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-03-08 22:20:12,clique_botao:minibook
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-03-08 22:44:12,clique_botao:minibook
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-03-08 22:52:12,clique_botao:ler_minibook
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-03-08 23:40:12,clique_botao:ler_minibook
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-03-09 00:02:12,clique_botao:ouvir_audiobook
797e14d7-dd98-48e4-b0a8-a3549954f1a5,2025-03-09 01:01:12,clique_botao:audiobook
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-27 23:05:39,visualizacao_tela:instalacao
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-27 23:09:39,clique_botao:criar_conta
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-27 23:12:39,clique_botao:cadastro
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-27 23:16:39,clique_botao:pin_cadastro
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-27 23:18:39,visualizacao_tela:inicio
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-27 23:51:39,clique_botao:ebook
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-28 00:08:39,clique_botao:ler_ebook
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-28 01:01:39,clique_botao:ler_minibook
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-28 01:42:39,clique_botao:ebook
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-28 02:23:39,clique_botao:audiobook
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-28 02:50:39,clique_botao:ebook
a08c7975-82cf-4fae-b44b-3f4a7b905105,2025-02-28 03:13:39,clique_botao:ouvir_audiobook
b3f1a3f6-2301-4204-a1dd-ad5f3aef32be,2025-03-23 10:43:44,visualizacao_tela:instalacao
b3f1a3f6-2301-4204-a1dd-ad5f3aef32be,2025-03-23 10:45:44,clique_botao:criar_conta
b3f1a3f6-2301-4204-a1dd-ad5f3aef32be,2025-03-23 10:49:44,clique_botao:cadastro
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 07:02:33,visualizacao_tela:instalacao
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 07:07:33,clique_botao:criar_conta
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 07:08:33,clique_botao:cadastro
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 07:09:33,clique_botao:pin_cadastro
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 07:12:33,visualizacao_tela:inicio
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 07:49:33,clique_botao:minibook
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 08:18:33,clique_botao:ler_minibook
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 08:26:33,clique_botao:audiobook
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 08:32:33,clique_botao:ler_minibook
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 08:47:33,clique_botao:ler_ebook
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 08:53:33,clique_botao:audiobook
9545b2a1-d503-4024-a6c6-0af43055bd31,2025-01-11 09:30:33,clique_botao:minibook
53c400a4-33fd-4b1e-95d7-1ef993d64197,2025-02-15 20:39:25,visualizacao_tela:instalacao
ed727cfb-b71e-4be2-a0e4-643e1a9a0ae9,2025-02-22 12:37:12,visualizacao_tela:instalacao
9c7b8a8d-3b52-4904-8f7a-537dec2d30d6,2025-03-06 11:25:59,visualizacao_tela:instalacao
9c7b8a8d-3b52-4904-8f7a-537dec2d30d6,2025-03-06 11:27:59,clique_botao:criar_conta
9c7b8a8d-3b52-4904-8f7a-537dec2d30d6,2025-03-06 11:30:59,clique_botao:cadastro
eae58579-7fa8-421e-815e-79cfca193bde,2025-02-06 12:43:32,visualizacao_tela:instalacao
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 17:58:38,visualizacao_tela:instalacao
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 17:59:38,clique_botao:criar_conta
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 18:01:38,clique_botao:cadastro
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 18:04:38,clique_botao:pin_cadastro
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 18:07:38,visualizacao_tela:inicio
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 18:36:38,clique_botao:minibook
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 19:30:38,clique_botao:ebook
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 19:38:38,clique_botao:ler_ebook
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 19:59:38,clique_botao:ouvir_audiobook
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,2025-01-09 20:28:38,clique_botao:ler_minibook
1faf8869-fcf0-4f39-a22b-8db5fb3e1b59,2025-02-12 10:10:49,visualizacao_tela:instalacao
1faf8869-fcf0-4f39-a22b-8db5fb3e1b59,2025-02-12 10:13:49,clique_botao:criar_conta
1faf8869-fcf0-4f39-a22b-8db5fb3e1b59,2025-02-12 10:15:49,clique_botao:cadastro
1faf8869-fcf0-4f39-a22b-8db5fb3e1b59,2025-02-12 10:18:49,clique_botao:pin_cadastro
7b6e6c8c-f6bc-4599-9a5f-ccf50e1c277c,2025-02-04 23:59:04,visualizacao_tela:instalacao
7b6e6c8c-f6bc-4599-9a5f-ccf50e1c277c,2025-02-05 00:01:04,clique_botao:criar_conta
7b6e6c8c-f6bc-4599-9a5f-ccf50e1c277c,2025-02-05 00:04:04,clique_botao:cadastro
1a80530f-a671-441e-a9ce-200c105cf99d,2025-03-27 15:00:42,visualizacao_tela:instalacao
1a80530f-a671-441e-a9ce-200c105cf99d,2025-03-27 15:01:42,clique_botao:criar_conta
1a80530f-a671-441e-a9ce-200c105cf99d,2025-03-27 15:02:42,clique_botao:cadastro
8c9ed532-cbf0-44ec-9d3c-194bc73caf6f,2025-03-29 05:15:33,visualizacao_tela:instalacao
8c9ed532-cbf0-44ec-9d3c-194bc73caf6f,2025-03-29 05:18:33,clique_botao:criar_conta
8c9ed532-cbf0-44ec-9d3c-194bc73caf6f,2025-03-29 05:23:33,clique_botao:cadastro
00fc1b38-a695-434a-944c-68e7776ed3ae,2025-02-23 19:21:45,visualizacao_tela:instalacao
00fc1b38-a695-434a-944c-68e7776ed3ae,2025-02-23 19:26:45,clique_botao:criar_conta
00fc1b38-a695-434a-944c-68e7776ed3ae,2025-02-23 19:27:45,clique_botao:cadastro
00fc1b38-a695-434a-944c-68e7776ed3ae,2025-02-23 19:32:45,clique_botao:pin_cadastro
df2fa2f6-13d1-445f-bd07-8cb3d554f313,2025-03-17 01:05:50,visualizacao_tela:instalacao
df2fa2f6-13d1-445f-bd07-8cb3d554f313,2025-03-17 01:10:50,clique_botao:criar_conta
df2fa2f6-13d1-445f-bd07-8cb3d554f313,2025-03-17 01:14:50,clique_botao:cadastro
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-26 23:05:52,visualizacao_tela:instalacao
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-26 23:10:52,clique_botao:criar_conta
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-26 23:11:52,clique_botao:cadastro
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-26 23:14:52,clique_botao:pin_cadastro
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-26 23:17:52,visualizacao_tela:inicio
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-27 00:12:52,clique_botao:minibook
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-27 00:38:52,clique_botao:ler_minibook
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-27 01:27:52,clique_botao:audiobook
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-27 01:35:52,clique_botao:ouvir_audiobook
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-27 02:34:52,clique_botao:audiobook
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-27 02:55:52,clique_botao:ouvir_audiobook
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-27 03:05:52,clique_botao:minibook
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-27 03:16:52,clique_botao:audiobook
364182d5-26ba-42a9-9e89-532839f51f6b,2025-01-27 03:48:52,clique_botao:ouvir_audiobook
1fdbdcd0-d0c4-42b9-9dca-e5d12ce2b5e2,2025-03-12 02:31:26,visualizacao_tela:instalacao
1fdbdcd0-d0c4-42b9-9dca-e5d12ce2b5e2,2025-03-12 02:32:26,clique_botao:criar_conta
1fdbdcd0-d0c4-42b9-9dca-e5d12ce2b5e2,2025-03-12 02:35:26,clique_botao:cadastro
1fdbdcd0-d0c4-42b9-9dca-e5d12ce2b5e2,2025-03-12 02:39:26,clique_botao:pin_cadastro
1fdbdcd0-d0c4-42b9-9dca-e5d12ce2b5e2,2025-03-12 02:43:26,visualizacao_tela:inicio
1fdbdcd0-d0c4-42b9-9dca-e5d12ce2b5e2,2025-03-12 03:13:26,clique_botao:ebook
1fdbdcd0-d0c4-42b9-9dca-e5d12ce2b5e2,2025-03-12 04:05:26,clique_botao:minibook
70267eab-32d9-4e28-9792-5922de36c751,2025-01-25 14:37:38,visualizacao_tela:instalacao
70267eab-32d9-4e28-9792-5922de36c751,2025-01-25 14:42:38,clique_botao:criar_conta
70267eab-32d9-4e28-9792-5922de36c751,2025-01-25 14:46:38,clique_botao:cadastro
5d0d17c4-653f-49e2-8741-cf9ccfec047f,2025-01-27 13:23:47,visualizacao_tela:instalacao
33c453e2-251e-4d80-87c1-73060cbb87a1,2025-01-26 09:40:49,visualizacao_tela:instalacao
33c453e2-251e-4d80-87c1-73060cbb87a1,2025-01-26 09:42:49,clique_botao:criar_conta
33c453e2-251e-4d80-87c1-73060cbb87a1,2025-01-26 09:46:49,clique_botao:cadastro
33c453e2-251e-4d80-87c1-73060cbb87a1,2025-01-26 09:49:49,clique_botao:pin_cadastro
e1847c7a-6f55-4c08-9726-74bf081428ae,2025-01-29 19:32:06,visualizacao_tela:instalacao
e1847c7a-6f55-4c08-9726-74bf081428ae,2025-01-29 19:35:06,clique_botao:criar_conta
e1847c7a-6f55-4c08-9726-74bf081428ae,2025-01-29 19:37:06,clique_botao:cadastro
e1847c7a-6f55-4c08-9726-74bf081428ae,2025-01-29 19:39:06,clique_botao:pin_cadastro
e1847c7a-6f55-4c08-9726-74bf081428ae,2025-01-29 19:40:06,visualizacao_tela:inicio
e1847c7a-6f55-4c08-9726-74bf081428ae,2025-01-29 20:03:06,clique_botao:minibook
e1847c7a-6f55-4c08-9726-74bf081428ae,2025-01-29 20:17:06,clique_botao:ler_minibook
e1847c7a-6f55-4c08-9726-74bf081428ae,2025-01-29 20:34:06,clique_botao:ler_minibook
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 15:08:31,visualizacao_tela:instalacao
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 15:12:31,clique_botao:criar_conta
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 15:15:31,clique_botao:cadastro
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 15:18:31,clique_botao:pin_cadastro
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 15:21:31,visualizacao_tela:inicio
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 15:54:31,clique_botao:audiobook
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 16:00:31,clique_botao:ebook
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 16:30:31,clique_botao:minibook
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 17:06:31,clique_botao:ebook
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 17:39:31,clique_botao:ler_ebook
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 18:02:31,clique_botao:ler_ebook
f44548b4-3572-4cc2-9739-3519b7465d41,2025-01-12 18:17:31,clique_botao:ler_ebook
3a2a39cb-fd6a-4e87-8952-eb68931ef95b,2025-01-26 19:53:47,visualizacao_tela:instalacao
3a2a39cb-fd6a-4e87-8952-eb68931ef95b,2025-01-26 19:58:47,clique_botao:criar_conta
3a2a39cb-fd6a-4e87-8952-eb68931ef95b,2025-01-26 19:59:47,clique_botao:cadastro
3a2a39cb-fd6a-4e87-8952-eb68931ef95b,2025-01-26 20:03:47,clique_botao:pin_cadastro
5bcd02b8-b604-4bc6-b7ed-90fc169c2666,2025-03-18 09:59:30,visualizacao_tela:instalacao
8508cb19-011f-4389-b6e0-6467769adff2,2025-03-28 08:14:54,visualizacao_tela:instalacao
8508cb19-011f-4389-b6e0-6467769adff2,2025-03-28 08:16:54,clique_botao:criar_conta
8508cb19-011f-4389-b6e0-6467769adff2,2025-03-28 08:21:54,clique_botao:cadastro
8508cb19-011f-4389-b6e0-6467769adff2,2025-03-28 08:26:54,clique_botao:pin_cadastro
01394037-c58c-4afb-a570-6e83f5ddfb7f,2025-03-22 15:04:43,visualizacao_tela:instalacao
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-16 21:50:18,visualizacao_tela:instalacao
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-16 21:55:18,clique_botao:criar_conta
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-16 21:58:18,clique_botao:cadastro
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-16 22:00:18,clique_botao:pin_cadastro
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-16 22:05:18,visualizacao_tela:inicio
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-16 22:43:18,clique_botao:ebook
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-16 22:50:18,clique_botao:ler_ebook
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-16 23:24:18,clique_botao:audiobook
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-17 00:05:18,clique_botao:minibook
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-17 00:20:18,clique_botao:ler_minibook
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-17 01:06:18,clique_botao:audiobook
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-17 01:29:18,clique_botao:ouvir_audiobook
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-17 01:50:18,clique_botao:ouvir_audiobook
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,2025-01-17 02:40:18,clique_botao:audiobook
65ee4f7a-8a44-4ee1-b050-c55d9ae7a2fc,2025-02-16 11:57:13,visualizacao_tela:instalacao
65ee4f7a-8a44-4ee1-b050-c55d9ae7a2fc,2025-02-16 12:02:13,clique_botao:criar_conta
65ee4f7a-8a44-4ee1-b050-c55d9ae7a2fc,2025-02-16 12:04:13,clique_botao:cadastro
5be8c394-49c4-4971-995f-13402624b352,2025-01-19 22:05:09,visualizacao_tela:instalacao
5be8c394-49c4-4971-995f-13402624b352,2025-01-19 22:06:09,clique_botao:criar_conta
5be8c394-49c4-4971-995f-13402624b352,2025-01-19 22:10:09,clique_botao:cadastro
5be8c394-49c4-4971-995f-13402624b352,2025-01-19 22:14:09,clique_botao:pin_cadastro
86ba11db-d82f-41aa-99b8-8616293beabf,2025-02-16 06:23:14,visualizacao_tela:instalacao
86ba11db-d82f-41aa-99b8-8616293beabf,2025-02-16 06:24:14,clique_botao:criar_conta
86ba11db-d82f-41aa-99b8-8616293beabf,2025-02-16 06:27:14,clique_botao:cadastro
86ba11db-d82f-41aa-99b8-8616293beabf,2025-02-16 06:32:14,clique_botao:pin_cadastro
31ac1cc0-dbf8-4398-a0cc-5fb25b78ed7d,2025-03-05 18:05:51,visualizacao_tela:instalacao
e0bd078b-313d-4028-aff2-8a6978f928c0,2025-03-24 04:08:25,visualizacao_tela:instalacao
e0bd078b-313d-4028-aff2-8a6978f928c0,2025-03-24 04:11:25,clique_botao:criar_conta
e0bd078b-313d-4028-aff2-8a6978f928c0,2025-03-24 04:16:25,clique_botao:cadastro
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-02-19 21:25:42,visualizacao_tela:instalacao
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-02-19 21:29:42,clique_botao:criar_conta
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-02-19 21:33:42,clique_botao:cadastro
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-02-19 21:34:42,clique_botao:pin_cadastro
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-02-19 21:35:42,visualizacao_tela:inicio
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-02-19 22:26:42,clique_botao:audiobook
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-02-19 22:52:42,clique_botao:minibook
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-02-19 23:29:42,clique_botao:minibook
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,2025-02-20 00:15:42,clique_botao:ouvir_audiobook
78c9af52-37bc-4e2d-9eda-4a38350ec05c,2025-02-18 07:43:27,visualizacao_tela:instalacao
78c9af52-37bc-4e2d-9eda-4a38350ec05c,2025-02-18 07:46:27,clique_botao:criar_conta
78c9af52-37bc-4e2d-9eda-4a38350ec05c,2025-02-18 07:50:27,clique_botao:cadastro
3232d1d4-6672-4005-ba0b-3a64b828c801,2025-03-17 21:37:26,visualizacao_tela:instalacao
3232d1d4-6672-4005-ba0b-3a64b828c801,2025-03-17 21:39:26,clique_botao:criar_conta
3232d1d4-6672-4005-ba0b-3a64b828c801,2025-03-17 21:43:26,clique_botao:cadastro
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-08 08:37:39,visualizacao_tela:instalacao
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-08 08:41:39,clique_botao:criar_conta
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-08 08:44:39,clique_botao:cadastro
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-08 08:48:39,clique_botao:pin_cadastro
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-08 08:52:39,visualizacao_tela:inicio
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-08 09:01:39,clique_botao:ebook
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-08 09:14:39,clique_botao:ebook
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-08 09:44:39,clique_botao:ler_ebook
ba6686dd-6fc8-4056-960b-b17caf11f18d,2025-01-08 10:44:39,clique_botao:ebook
e4c570b5-1c10-4232-b052-ed78a34b251d,2025-03-29 06:11:03,visualizacao_tela:instalacao
e4c570b5-1c10-4232-b052-ed78a34b251d,2025-03-29 06:13:03,clique_botao:criar_conta
e4c570b5-1c10-4232-b052-ed78a34b251d,2025-03-29 06:18:03,clique_botao:cadastro
e4c570b5-1c10-4232-b052-ed78a34b251d,2025-03-29 06:20:03,clique_botao:pin_cadastro
e4c570b5-1c10-4232-b052-ed78a34b251d,2025-03-29 06:22:03,visualizacao_tela:inicio
e4c570b5-1c10-4232-b052-ed78a34b251d,2025-03-29 07:15:03,clique_botao:minibook
e4c570b5-1c10-4232-b052-ed78a34b251d,2025-03-29 07:58:03,clique_botao:audiobook
