usuario_id,idade,genero,interesse,dias_desde_cadastro,dias_engajamento,boas_vindas_data,boas_vindas_eventos,engajamento_inicio,engajamento_fim,engajamento_dias_leitura,retencao_status
7221f71c-edbd-4365-8eb4-2d8eaf08bdcb,43,Outro,"['Leitura', 'Esportes']",-17,12,2025-03-30 22:04:27,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-31 22:04:27,2025-04-12 22:04:27,3,Ativo
1faf8869-fcf0-4f39-a22b-8db5fb3e1b59,40,Outro,"['Notícias', 'Esportes', 'Esportes']",4,24,2025-03-10 04:47:49,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-11 04:47:49,2025-04-04 04:47:49,11,Ativo
7b6e6c8c-f6bc-4599-9a5f-ccf50e1c277c,30,Masculino,"['Tecnologia', 'Notícias']",-9,8,2025-03-23 01:47:03,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-24 01:47:03,2025-04-01 01:47:03,0,Ativo
1a80530f-a671-441e-a9ce-200c105cf99d,19,Outro,"['Notícias', 'Filmes']",67,9,2025-01-06 01:52:59,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-07 01:52:59,2025-01-16 01:52:59,9,Ativo
8c9ed532-cbf0-44ec-9d3c-194bc73caf6f,46,Masculino,"['Música', 'Viagens', 'Esportes']",44,5,2025-01-29 15:14:33,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-30 15:14:33,2025-02-04 15:14:33,4,Ativo
00fc1b38-a695-434a-944c-68e7776ed3ae,40,Outro,"['Tecnologia', 'Música']",23,23,2025-02-19 14:31:21,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-20 14:31:21,2025-03-15 14:31:21,18,Ativo
df2fa2f6-13d1-445f-bd07-8cb3d554f313,20,Masculino,"['Notícias', 'Música']",31,18,2025-02-11 01:27:05,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-12 01:27:05,2025-03-02 01:27:05,0,Inativo
364182d5-26ba-42a9-9e89-532839f51f6b,50,Outro,"['Viagens', 'Filmes', 'Filmes']",64,13,2025-01-08 23:34:45,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-09 23:34:45,2025-01-22 23:34:45,7,Ativo
1fdbdcd0-d0c4-42b9-9dca-e5d12ce2b5e2,26,Feminino,['Música'],24,10,2025-02-17 22:00:55,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-18 22:00:55,2025-02-28 22:00:55,4,Ativo
70267eab-32d9-4e28-9792-5922de36c751,42,Feminino,"['Ebook', 'Esportes', 'Ebook']",20,23,2025-02-22 04:11:22,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-23 04:11:22,2025-03-18 04:11:22,8,Ativo
5d0d17c4-653f-49e2-8741-cf9ccfec047f,33,Masculino,"['Leitura', 'Filmes', 'Música']",-10,24,2025-03-24 18:20:59,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-25 18:20:59,2025-04-18 18:20:59,8,Ativo
33c453e2-251e-4d80-87c1-73060cbb87a1,45,Outro,"['Tecnologia', 'Viagens']",-7,24,2025-03-21 13:55:39,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-22 13:55:39,2025-04-15 13:55:39,24,Ativo
e1847c7a-6f55-4c08-9726-74bf081428ae,45,Feminino,"['Esportes', 'Filmes']",22,5,2025-02-20 14:53:23,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-21 14:53:23,2025-02-26 14:53:23,4,Ativo
f44548b4-3572-4cc2-9739-3519b7465d41,29,Masculino,['Notícias'],14,30,2025-02-28 07:42:02,"['cadastro_concluido', 'primeiro_acesso']",2025-03-01 07:42:02,2025-03-31 07:42:02,18,Ativo
3a2a39cb-fd6a-4e87-8952-eb68931ef95b,41,Outro,"['Viagens', 'Leitura', 'Esportes']",52,7,2025-01-21 13:44:57,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-22 13:44:57,2025-01-29 13:44:57,5,Ativo
5bcd02b8-b604-4bc6-b7ed-90fc169c2666,28,Feminino,"['Viagens', 'Notícias']",26,9,2025-02-16 11:04:14,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-17 11:04:14,2025-02-26 11:04:14,6,Ativo
8508cb19-011f-4389-b6e0-6467769adff2,19,Feminino,"['Música', 'Viagens', 'Esportes']",34,17,2025-02-08 10:28:55,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-09 10:28:55,2025-02-26 10:28:55,3,Ativo
01394037-c58c-4afb-a570-6e83f5ddfb7f,21,Masculino,['Viagens'],-2,12,2025-03-15 21:02:28,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-16 21:02:28,2025-03-28 21:02:28,1,Ativo
ad8bf3ad-2463-45f8-ab1b-5b42b07028d0,53,Feminino,"['Tecnologia', 'Música', 'Ebook']",50,24,2025-01-23 07:47:31,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-24 07:47:31,2025-02-17 07:47:31,1,Ativo
65ee4f7a-8a44-4ee1-b050-c55d9ae7a2fc,56,Outro,['Esportes'],15,7,2025-02-27 00:45:14,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-28 00:45:14,2025-03-07 00:45:14,1,Ativo
5be8c394-49c4-4971-995f-13402624b352,51,Outro,"['Tecnologia', 'Tecnologia', 'Notícias']",69,8,2025-01-04 12:15:31,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-05 12:15:31,2025-01-13 12:15:31,0,Inativo
86ba11db-d82f-41aa-99b8-8616293beabf,53,Masculino,"['Leitura', 'Esportes']",15,19,2025-02-27 16:54:15,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-28 16:54:15,2025-03-19 16:54:15,3,Ativo
31ac1cc0-dbf8-4398-a0cc-5fb25b78ed7d,60,Masculino,['Notícias'],11,28,2025-03-03 06:12:35,"['cadastro_concluido', 'primeiro_acesso']",2025-03-04 06:12:35,2025-04-01 06:12:35,21,Ativo
e0bd078b-313d-4028-aff2-8a6978f928c0,49,Outro,"['Música', 'Leitura', 'Esportes']",-6,23,2025-03-20 06:24:10,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-21 06:24:10,2025-04-13 06:24:10,8,Ativo
a1b82f3d-4b37-42e6-bcb9-d08cf7524651,46,Outro,['Notícias'],70,17,2025-01-03 07:19:07,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-04 07:19:07,2025-01-21 07:19:07,6,Inativo
78c9af52-37bc-4e2d-9eda-4a38350ec05c,51,Masculino,['Viagens'],65,18,2025-01-08 03:18:04,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-09 03:18:04,2025-01-27 03:18:04,14,Ativo
3232d1d4-6672-4005-ba0b-3a64b828c801,47,Masculino,['Leitura'],54,22,2025-01-19 06:38:12,"['cadastro_concluido', 'primeiro_acesso']",2025-01-20 06:38:12,2025-02-11 06:38:12,0,Inativo
ba6686dd-6fc8-4056-960b-b17caf11f18d,26,Feminino,"['Filmes', 'Música', 'Esportes']",64,13,2025-01-09 18:36:01,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-10 18:36:01,2025-01-23 18:36:01,9,Ativo
e4c570b5-1c10-4232-b052-ed78a34b251d,28,Outro,"['Ebook', 'Tecnologia', 'Filmes']",33,20,2025-02-09 07:41:35,"['cadastro_concluido', 'primeiro_acesso']",2025-02-10 07:41:35,2025-03-02 07:41:35,1,Ativo
efde9bbd-9e49-4504-a29e-3982ceda78d1,55,Feminino,"['Leitura', 'Tecnologia', 'Filmes']",-7,21,2025-03-20 23:49:43,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-21 23:49:43,2025-04-11 23:49:43,16,Ativo
3efb1933-36cb-45fd-a3c4-97293c0f95ff,29,Outro,['Viagens'],40,14,2025-02-02 13:40:26,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-03 13:40:26,2025-02-17 13:40:26,2,Ativo
fced66f5-0cf2-494b-bb85-dfa5d17cabd5,26,Masculino,['Esportes'],47,22,2025-01-25 23:12:50,"['cadastro_concluido', 'primeiro_acesso']",2025-01-26 23:12:50,2025-02-17 23:12:50,11,Ativo
552a5378-d035-47f7-80e3-64ec73e5a918,33,Outro,"['Esportes', 'Ebook']",-6,27,2025-03-20 11:06:43,"['cadastro_concluido', 'primeiro_acesso']",2025-03-21 11:06:43,2025-04-17 11:06:43,2,Ativo
7b1bc7b0-f784-4aea-9e72-b689057ec15c,59,Masculino,['Filmes'],-2,28,2025-03-16 17:30:28,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-17 17:30:28,2025-04-14 17:30:28,4,Ativo
ef391c4e-27b6-42a8-98ea-24535ccf63ec,50,Outro,"['Filmes', 'Filmes']",16,25,2025-02-26 02:48:04,"['cadastro_concluido', 'primeiro_acesso']",2025-02-27 02:48:04,2025-03-24 02:48:04,14,Ativo
7ebfea00-174b-4d96-af51-68e297067f95,29,Feminino,['Tecnologia'],63,23,2025-01-10 13:27:16,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-11 13:27:16,2025-02-03 13:27:16,13,Ativo
96a3b751-2d5b-4b75-9964-016dedb5f834,55,Outro,"['Leitura', 'Leitura']",62,24,2025-01-11 07:08:30,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-12 07:08:30,2025-02-05 07:08:30,10,Inativo
2688d0ba-7abc-41d4-92b6-f9d21ac7361f,41,Masculino,"['Esportes', 'Esportes', 'Tecnologia']",23,27,2025-02-19 10:17:54,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-20 10:17:54,2025-03-19 10:17:54,10,Ativo
3c837553-ec26-426c-8a78-315c7269bdfc,19,Masculino,['Notícias'],71,20,2025-01-01 20:48:11,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-02 20:48:11,2025-01-22 20:48:11,16,Ativo
2a1be7db-e3ad-4008-98e5-96fd737e28a7,49,Outro,"['Música', 'Esportes']",38,6,2025-02-04 07:28:06,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-05 07:28:06,2025-02-11 07:28:06,1,Ativo
ce6c82b2-a64e-4fa1-a4b0-0a46fedd5806,20,Masculino,"['Leitura', 'Viagens', 'Música']",67,21,2025-01-06 15:39:25,"['cadastro_concluido', 'primeiro_acesso']",2025-01-07 15:39:25,2025-01-28 15:39:25,2,Inativo
ac755ad3-24e0-402f-884e-c1271e883449,54,Feminino,['Viagens'],-10,30,2025-03-23 23:51:09,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-24 23:51:09,2025-04-23 23:51:09,15,Ativo
f0eab840-fcb5-44bb-8924-dff09244258e,41,Outro,"['Ebook', 'Notícias']",8,23,2025-03-05 22:05:30,"['cadastro_concluido', 'primeiro_acesso']",2025-03-06 22:05:30,2025-03-29 22:05:30,7,Ativo
2bb6e3e3-8df7-4d54-bf5a-4974b08f4e0c,43,Outro,"['Viagens', 'Música']",25,15,2025-02-17 13:45:55,"['cadastro_concluido', 'primeiro_acesso']",2025-02-18 13:45:55,2025-03-05 13:45:55,7,Ativo
970b6957-a5e3-47a5-be52-46daf572a0ab,27,Feminino,"['Ebook', 'Ebook']",61,29,2025-01-12 05:49:14,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-13 05:49:14,2025-02-11 05:49:14,0,Inativo
6ab57265-d61a-43f5-bee5-d94ba9144567,44,Outro,['Esportes'],8,8,2025-03-06 16:06:40,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-07 16:06:40,2025-03-15 16:06:40,5,Ativo
a7485597-8254-4c17-8f34-7206dbbe8b0a,33,Masculino,"['Música', 'Notícias', 'Viagens']",28,28,2025-02-14 06:20:49,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-15 06:20:49,2025-03-15 06:20:49,15,Ativo
efb156b3-2e14-4ff3-a434-f1be299409a8,49,Outro,"['Notícias', 'Leitura']",-10,25,2025-03-23 22:38:34,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-24 22:38:34,2025-04-18 22:38:34,20,Ativo
6e1d1d95-a857-48d7-9fc1-5c2937a438f3,43,Masculino,['Viagens'],39,19,2025-02-02 23:07:33,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-03 23:07:33,2025-02-22 23:07:33,6,Ativo
65de72e9-c9e7-4a27-9e94-7c051bfd5c83,18,Feminino,"['Esportes', 'Viagens']",62,17,2025-01-11 09:47:48,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-12 09:47:48,2025-01-29 09:47:48,12,Ativo
7059c1a7-2613-46ed-9462-716648acbd05,28,Feminino,['Música'],49,29,2025-01-24 10:10:05,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-25 10:10:05,2025-02-23 10:10:05,7,Ativo
8e562dea-10e3-4ac3-8cf2-f58ecddf913d,27,Outro,"['Filmes', 'Tecnologia', 'Filmes']",16,29,2025-02-26 04:29:03,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-27 04:29:03,2025-03-28 04:29:03,11,Ativo
e0568ca0-c786-4100-b0f7-a357b33909cb,30,Feminino,"['Viagens', 'Notícias', 'Filmes']",-14,15,2025-03-28 09:41:16,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-29 09:41:16,2025-04-13 09:41:16,9,Ativo
59148135-c6d1-4ecf-bd9a-c8426ede8ed4,33,Outro,"['Ebook', 'Viagens']",10,7,2025-03-04 12:00:47,"['cadastro_concluido', 'primeiro_acesso']",2025-03-05 12:00:47,2025-03-12 12:00:47,4,Ativo
2f9ffd6c-a338-450e-83ac-6457e7090ea4,59,Feminino,"['Ebook', 'Esportes']",35,30,2025-02-07 13:45:23,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-08 13:45:23,2025-03-10 13:45:23,8,Ativo
093ad6ec-aec4-473f-bae2-0fe08c594472,25,Masculino,['Música'],43,21,2025-01-30 04:05:44,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-31 04:05:44,2025-02-21 04:05:44,13,Ativo
73c617ba-fd41-4da7-90a1-632221e0ef80,49,Masculino,"['Ebook', 'Leitura']",38,20,2025-02-04 08:22:34,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-05 08:22:34,2025-02-25 08:22:34,11,Ativo
0f83fb3c-01d9-48b5-8ba0-12adc865bc26,22,Masculino,['Viagens'],29,20,2025-02-12 19:59:01,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-13 19:59:01,2025-03-05 19:59:01,17,Ativo
74a84c89-146b-4c7a-99af-a37b25e75a80,44,Masculino,['Notícias'],-10,14,2025-03-24 16:39:34,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-25 16:39:34,2025-04-08 16:39:34,8,Ativo
e725c87e-54d3-4651-85af-4768844a6598,48,Outro,"['Esportes', 'Música']",26,22,2025-02-16 08:23:17,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-17 08:23:17,2025-03-11 08:23:17,10,Ativo
f55b35ce-29b4-4257-850e-590068553a23,27,Masculino,"['Viagens', 'Viagens', 'Esportes']",60,23,2025-01-13 15:38:31,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-14 15:38:31,2025-02-06 15:38:31,13,Ativo
06e408b5-de12-4db3-bfd8-a525a14bebf6,22,Feminino,"['Esportes', 'Leitura']",-12,16,2025-03-26 07:45:50,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-27 07:45:50,2025-04-12 07:45:50,7,Ativo
d4aa523c-8c98-41d8-8de3-69bb5eac670f,40,Outro,"['Esportes', 'Música', 'Música']",29,7,2025-02-12 20:16:30,"['cadastro_concluido', 'primeiro_acesso']",2025-02-13 20:16:30,2025-02-20 20:16:30,7,Ativo
4ccb7075-5ec5-4588-80f7-fcdd6e69cbe8,39,Feminino,"['Viagens', 'Notícias', 'Música']",69,22,2025-01-04 04:15:43,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-05 04:15:43,2025-01-27 04:15:43,4,Inativo
1ca565da-4b4a-43c5-89d9-efc0eb29956c,19,Outro,['Viagens'],4,23,2025-03-10 15:27:39,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-11 15:27:39,2025-04-03 15:27:39,19,Ativo
156e0c95-7dd2-4a7f-ac45-346e216d3ffd,34,Feminino,['Ebook'],39,28,2025-02-03 07:03:58,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-04 07:03:58,2025-03-04 07:03:58,4,Ativo
307c0d80-ec4f-466f-9a2f-01f1c7dcc07b,36,Masculino,"['Notícias', 'Viagens']",-9,8,2025-03-23 11:46:55,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-24 11:46:55,2025-04-01 11:46:55,2,Ativo
cdcb437d-6c80-4fb5-9a98-187f781bf320,39,Masculino,['Notícias'],58,28,2025-01-15 16:32:12,"['cadastro_concluido', 'primeiro_acesso']",2025-01-16 16:32:12,2025-02-13 16:32:12,22,Ativo
87b1d608-9211-4ce0-8193-7eb8216aeb01,55,Outro,['Filmes'],67,22,2025-01-06 06:40:41,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-07 06:40:41,2025-01-29 06:40:41,5,Inativo
539c1d22-e949-427a-8ecf-ba8a8e58006b,23,Masculino,"['Esportes', 'Notícias', 'Esportes']",5,12,2025-03-09 11:07:00,"['cadastro_concluido', 'primeiro_acesso']",2025-03-10 11:07:00,2025-03-22 11:07:00,4,Ativo
b4d0385c-06de-4b7f-81c6-70f6aef40e7c,30,Masculino,['Música'],16,19,2025-02-26 15:48:30,"['cadastro_concluido', 'primeiro_acesso']",2025-02-27 15:48:30,2025-03-18 15:48:30,2,Ativo
e8452e31-19ac-442f-a494-351d036c70e1,42,Outro,"['Filmes', 'Viagens', 'Viagens']",66,26,2025-01-07 01:09:49,"['cadastro_concluido', 'primeiro_acesso']",2025-01-08 01:09:49,2025-02-03 01:09:49,0,Inativo
3aeadabf-a80b-4881-a926-0694ce9894bb,29,Outro,['Música'],7,18,2025-03-07 10:46:50,"['cadastro_concluido', 'primeiro_acesso']",2025-03-08 10:46:50,2025-03-26 10:46:50,15,Ativo
264a0e39-1d91-4c12-9274-22a6754aa631,36,Masculino,['Viagens'],45,25,2025-01-28 04:17:33,"['cadastro_concluido', 'primeiro_acesso']",2025-01-29 04:17:33,2025-02-23 04:17:33,4,Ativo
6941dcf7-b907-46ca-bffe-b44fda41c253,58,Outro,"['Esportes', 'Ebook', 'Filmes']",16,23,2025-02-26 02:48:18,"['cadastro_concluido', 'primeiro_acesso']",2025-02-27 02:48:18,2025-03-22 02:48:18,21,Ativo
089fceaf-3c59-4b8c-a84b-968ba0a44000,31,Masculino,"['Ebook', 'Filmes']",13,5,2025-03-01 14:43:26,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-02 14:43:26,2025-03-07 14:43:26,5,Ativo
1d73e149-a528-4056-92c4-971bab1a671c,53,Outro,['Leitura'],40,27,2025-02-02 08:56:17,"['cadastro_concluido', 'primeiro_acesso']",2025-02-03 08:56:17,2025-03-02 08:56:17,19,Ativo
b6cb3e75-55ad-4417-8a0c-b0e622a248cc,27,Feminino,"['Notícias', 'Notícias', 'Leitura']",39,14,2025-02-03 14:27:50,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-04 14:27:50,2025-02-18 14:27:50,6,Ativo
0886a57d-2316-49c1-b222-3c037a57829e,33,Feminino,"['Música', 'Filmes', 'Filmes']",37,11,2025-02-05 12:28:48,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-02-06 12:28:48,2025-02-17 12:28:48,4,Ativo
d8c8ec46-3b3a-414c-8185-7c8168115494,18,Masculino,"['Viagens', 'Esportes', 'Filmes']",61,13,2025-01-12 01:54:10,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-13 01:54:10,2025-01-26 01:54:10,2,Inativo
c75d2df4-7d91-4c38-b0e5-88c9c3d386c1,39,Masculino,"['Viagens', 'Tecnologia']",-3,27,2025-03-17 03:39:20,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-18 03:39:20,2025-04-14 03:39:20,18,Ativo
43cfd1b8-a3d9-4135-b0ba-a9d2c0958be9,54,Masculino,"['Ebook', 'Viagens']",67,25,2025-01-06 18:04:41,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-07 18:04:41,2025-02-01 18:04:41,21,Ativo
3990c6aa-9d31-49df-9a56-fb41ba8eb299,32,Outro,['Viagens'],-3,15,2025-03-17 15:04:04,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-03-18 15:04:04,2025-04-02 15:04:04,7,Ativo
52162030-57b9-454e-b78f-b4c5a7c9f31e,54,Masculino,['Música'],66,27,2025-01-07 06:56:49,"['cadastro_concluido', 'primeiro_acesso', 'tutorial_completo']",2025-01-08 06:56:49,2025-02-04 06:56:49,11,Inativo
